Unnamed: 0,startphrase,ending1,ending2,labels
270,बॉक्स बड़े पेड़ जैसा हल्का है।,बॉक्स बहुत भारी है। ,बॉक्स बहुत हल्का है। ,0
856,पेंटर ने पूरा घर महल सा चमका दिया। ,पेंटर ने बहुत बढ़िया रंग किया। ,पेंटर ने बहुत घटिया रंग किया। ,0
408,दादाजी एक पुराने किले की तरह बात करते हैं। ,दादाजी को सिर्फ कुछ ही बातें याद हैं। ,दादाजी को बहुत सारी जानकारी है।  ,0
240,राहुल का टीवी चुहिया जितना बड़ा था।,राहुल का टीवी बहुत बड़ा था। ,राहुल का टीवी बहुत छोटा था।,0
303,आपके हाथ आर्कटिक की तरह ठंडे हैं।,आपके हाथ ठन्डे नहीं है।,आपके हाथ बहुत ठन्डे हैं।,1
488,मैं धुएँ की तरह उड़ रहा हूँ। ,मैं दुःख में जल रहा हूँ। ,मैं ख़ुशी से नाच रहा हूँ। ,0
87,वह बॉक्सर भीम की तरह मजबूत है।,वह बॉक्सर कमजोर है।,वह बॉक्सर बहुत ताकतवर है।,1
269,पढाई करना पहाड़ चढ़ने जैसा है। ,पढाई बहुत आसान है।,पढाई बहुत मुश्किल है।,1
427,उसने मुरझाये फूल की तरह बात की।,उसकी आवाज में जोश था। ,उसकी आवाज में उदासी थी। ,1
839,शिवाजी के खंजर लकड़ के थे। ,शिवाजी के खंजर बहुत मजबूत थे। ,शिवाजी के खंजर बहुत मजबूत नहीं थे। ,1
423,बोतल आँसू की बूँद की तरह टेबल से लुढ़क गई।,बोतल के गिरने से बहुत आवाज आई। ,बोतल टेबल से धीरे से गिर गई। ,1
222,यह कालीन मगरमछ की खाल की तरह कोमल था।,कालीन बहुत सख्त था। ,कालीन बहुत नर्म था।,0
415,हमले के बाद गाँव के सभी लोग मोम की मूर्तियों की तरह हो गए। ,हमले के बाद से सब सेहम गए हैं। ,हमले के बाद से सब सतर्क हो गए हैं। ,1
556,मोहन को दो रोटियाँ देना तो ऊँट के मुँह में जीरा देने के समान है।,दो रोटियों से मोहन का पेट बिलकुल नहीं भर सकता है। ,दो रोटियों से मोहन का पेट आराम से भर जाता है। ,0
703,बैंक वालों ने सूखे पेड़ सा कर माँग लिया। ,बैंक वालों ने बहुत ज्यादा कर माँगा। ,बैंक वालों ने बहुत ज्यादा कर माँगा। ,1
880,संगीत सीखने के लिए उसने लोहे के चने चबाये। ,उसने संगीत सीखने के लिए बहुत महनत की है। ,उसने संगीत सीखने के लिए इतनी महनत नहीं की है। ,0
376,ककड़ी की तरह शांत है। ,वह बहुत विनम्र है। ,वह बहुत असभ्य है। ,0
80,उसके द्वारा दिया गया प्रोत्साहन एक बुलडोजर के समान था। ,उसके द्वारा दिया प्रोत्साहन बहुत असरदार था। ,उसके द्वारा दिया प्रोत्साहन कुछ असरदार नहीं था। ,0
981,उसकी बनाई मशीनपौराणिक युग का प्रतीक है। ,उसकी मशीन बहुत ही बढ़िया है। ,उसकी मशीन बढ़िया नहीं है। ,1
59,महेश दुकान लोमड़ी की तरह चलाता है।,महेश शराफत से दूकान चलाता है।,महेश धोकेबाजी से दूकान चलाता है।,1
109,उनके चुम्बन में प्रेमहीन विवाह सा जुनून है।,उनके चुंबन प्रदर्शनकारी और तीव्र हैं।,उनका चुंबन भावहीन है।,1
54,उसका मन बर्फ की तरह ठंडा था।,वह बहुत शांत सुभाव का था।,वह थोड़ी देर के लिए शांत था।,0
526,"लोकेन्द्र को क्लर्क की नौकरी क्या मिली, मानो अन्धे के हाथों बटेर लग गई।",लोकेन्द्र को भाग्यवश इच्छित वस्तु की प्राप्ति हो गई।,लोकेन्द्र को भाग्यवश इच्छित वस्तु की प्राप्ति नहीं हो पाई ।,0
905,उसने कृष्ण की तरह अपने दोस्त का मार्गदर्शन किया। ,उसने अपने दोस्त को सब कुछ बताया। ,उसने अपने दोस्त को जीत के लिए तैयार किया। ,1
95,वह अभी अभी विधवा बनी महिला की तरह खुश है। ,वह सच में बहुत खुश है। ,वह असल में बहुत दुखी है। ,1
496,राधेश्याम हमारे परिवार में चाय में नमक की तरह मिल गया। ,राधेश्याम हमारे परिवार के साथ रिश्ता नहीं जोड़ पाया।  ,राधेश्याम हमारे परिवार के साथ अच्छे से रिश्ता जोड़ पाया।  ,0
404,वैज्ञानिक पेड़ की तरह होशियार हैं।,वैज्ञानिक अपने ज्ञान को बाँटते हैं। ,वैज्ञानिक बहुत चालक हैं। ,0
348,शंकर चिमगादड़ के बच्चे जितना प्यारा है।,शंकर बहुत भद्दा है। ,शंकर बहुत सुंदर है।,0
867,भईया के प्यार सा मीठा है मेरा दोस्त। ,बहुत प्यार है मेरा दोस्त। ,कड़क मगर दिल से प्यारा है मेरा दोस्त। ,1
794,मरीज ने डॉक्टर को मिठाई दी। ,मरीज डॉक्टर से बहुत खुश था। ,मरीज डॉक्टर से बहुत नाखुश था। ,0
130,स्कूल के छात्र ने दवा की तरह मदद की। ,छात्र ने लम्बी राहत पहुँचाई। ,छात्र ने बस कुछ पल की राहत पहुँचाई। ,0
82,किशोर एक मेमने की तरह है।,किशोर बहुत मासूम है।,किशोर बहुत चलाक है।,0
542,मोहन तोते की तरह बोले जा रहा था। ,मोहन सब गलत बोल रहा था। ,मोहन को जैसे सब रटा हुआ था।,0
117,उनके पास एक भिखारी की सम्पति है। ,वह अमीर है। ,वह गरीब है। ,1
279,इम्तेहान का नतीजा देख वो कब्र की तरह खामोश हो गया। ,इम्तेहान का नतीजा देख वो बहुत खुश हुआ।,इम्तेहान का नतीजा देख वो बहुत दुखी हुआ।,1
721,कॉलेज में जाते ही वह फूल सी खिल उठी। ,कॉलेज में जाते ही वह जवान हो गई। ,कॉलेज में जाने से पहले ही वह जवान थी। ,1
213,"आप उस पर भरोसा कर सकते हैं, वह पहिये की तरह सीधा है।",वह भरोसे के लायक है।,वह भरोसे के लायक बिलकुल नहीं है।,1
784,श्रीकृष्ण के युग में हमारे देश में घी-दूध की नदियाँ बहती थीं।,श्रीकृष्ण के युग में सब खुश थे। ,श्रीकृष्ण के युग में सब दुखी थे। ,0
809,वह भक्षी सा उदार है। ,वह बहुत दानी है। ,वह दानी नहीं है। ,1
808,वह लक्मी सा उदार है। ,वह बहुत दानी है। ,वह दानी नहीं है। ,0
91,साहूकार का दिल ख़रगोश के चमड़े की तरह है।,साहूकार बहुत निर्दयी है।,साहूकार बहुत दयालु है।,1
852,रजनीश के घर में संगीत ऐसे बजता है जैसे डिस्कोथेक।,रजनीश के घर में संगीत बहुत ऊँचा बजता है। ,रजनीश के घर में संगीत बहुत धीमे बजता है। ,0
422,बोतल भूकंप की तरह टेबल से लुढ़क गई।,बोतल के गिरने से बहुत आवाज आई। ,बोतल टेबल से धीरे से गिर गई। ,0
702,बैंक वालों ने पहाड़ सा कर माँग लिया। ,बैंक वालों ने बहुत ज्यादा कर माँगा। ,बैंक वालों ने बहुत कम कर माँगा। ,0
22,उसका गुस्सा बर्फ की सिल्ली सा है।,उसका गुस्सा जल्दी उतर जाता है।,उसको गुस्सा बहुत ज्यादा आता है।,0
811,मोहित ने दुश्मन को लोहे के चने चबवाये। ,मोहित ने दुश्मन को ज्यादा मुश्किल में दाल दिया। ,मोहित ने दुश्मन को बहुत मुश्किल में दाल दिया। ,1
921,रितेश का प्लान एक घर बनाने जैसा है। ,रितेश का प्लान कभी ना पूरा होने वाला था।  ,रितेश का प्लान पूरा होने वाला था।  ,1
461,उसकी बातों में सुनार के हथोड़े का जोर था। ,उसकी बातों में बहुत वजन था।,उसकी बातों में बहुत वजन था।,1
544,अपने इम्तिहान का नतीजा देख रोशन पानी-पानी हो गया। ,अपने इम्तिहान का नतीजा देख रोशन शर्मिंदा हो गया।,अपने इम्तिहान का नतीजा देख रोशन ख़ुशी से भर गया।,0
297,हवा तितली की तरह कोमल थी।,हवा तेज थी।,हवा धीरे थी।,1
445,वे बच्चे पानी में लहरों की तरह दौड़े।,वे बच्चे बड़ी मुश्किल से दौड़े। ,वे बच्चे बड़े आराम से दौड़े। ,1
558,जीत पर मंत्री जी को लोगों ने फूलों की माला पहनाई। ,लोग मंत्री जी की जीत से बहुत खुश थे।,लोग मंत्री जी की जीत से बहुत दुखी थे।,0
84,वह एक आग की तरह चमकीली लगती है!,वह बहुत कठोर दिल की लगती है।,वह बहुत कोमल दिल की लगती है।,0
232,शार्क के दांत चमच जैसे थे।,शार्क के दांत तेज नहीं थे। ,शार्क के दांत तेज थे।,0
899,गायक किसी स्वर्ग के दूत की तरह गा रहा था। ,गायक बहुत ऊँचे स्वर में गा रहा था। ,गायक बहुत सुरीला गा रहा था। ,1
963,उसकी बातें झूले के झटकों की तरह है। ,उसकी बातें कड़वी हैं। ,उसकी बातें मीठी हैं। ,1
830,उसकी दूकान निक्केर सी लम्बी है। ,उसकी दूकान बहुत छोटी है। ,उसकी दूकान बहुत बड़ी है। ,0
300,उसकी रंगीन चादर में दाग लग गया।,उसकी दागदारी में इल्जाम लग गया। ,उसकी शराफत में इल्जाम लग गया।,0
4,यह खबर उनके दिल में फूलों की खुशबु लाई।,ख़ुशी की खबर लाई।,दुःख की खबर लाई।,0
704,दिल्ली की ठण्ड की तरह बात मत करो। ,तुम नीरस बात मत करो। ,तुम गुस्से से बात मत करो। ,0
989,कमलेश भूतकाल में जीता है। ,कमलेश केवल आज के बारे में सोचता है। ,कमलेश बीते हुए कल के बारे में सोचता रहता है। ,1
696,वह धोबी के गधे सा हो गया है। ,उसे बहुत ज्यादा काम करना पड़ता है। ,उसे बिलकुल काम करना नहीं पड़ता है। ,0
285,कपड़ा बच्चे के हाथों सा मुलायम था। ,कपड़ा मुलायम नहीं था।,कपड़ा बहुत मुलायम था।,1
870,तुम ट्रैन के सफर सी बाते कर रहे हो। ,तुम बहुत धीरे धीरे बोल रहे हो। ,तुम बहुत तेज तेज बोल रहे हो। ,0
225,स्विमिंग गाँव की पगडंडी की तरह सीखी जा सकती है।,स्विमिंग बहुत मुश्किल है। ,स्विमिंग बहुत आसान है। ,1
786,पण्डितजी का लड़का जैसे चिराग तले अँधेरा। ,पण्डितजी का लड़का बुद्धू है। ,पण्डितजी का लड़का बुद्धिमान है। ,0
907,उसके ख्वाब धरती पर रहने के थे। ,उसके ख्वाब बहुत बड़े थे। ,उसके ख्वाब बहुत बड़े नहीं थे। ,1
35,उसकी आँखें हीरे की थीं।,वह उसकी काबलियत समझ नहीं सका।,वह उसकी काबलियत समझ सका।,1
822,उसने सूरदास सी कैच पकड़ी। ,उसने कैच नहीं पकड़ी। ,उसने बहुत बढ़िया कैच पकड़ी। ,0
432,सुकुमार ने अपनी पत्नी की तारीफ ऐसे की जैसे इतिहास का मास्टर महाभारत के कौरवों की करता है। ,सुकुमार ने अपनी पत्नी की बेज्जती की। ,सुकुमार ने अपनी पत्नी की बहुत तारीफ की। ,0
620,जीवन का सफर गेंद सा है। ,जीवन का सफर बहुत छोटा है। ,जीवन का सफर बहुत लम्बा है। ,0
195,शीशे का जग टूट के आधे चाँद सा बिखर गया।,शीशे के जग के बहुत सारे टुकड़े हो गए।,शीशे के जग के दो टुकड़े हो गए।,1
940,उसका दिमाग शौचालय सा काम कर रह है। ,उसका दिमाग बिलकुल नहीं चल रहा है।  ,उसका दिमाग बहुत तेज चल रहा है। ,0
429,उसके साथ बहस करना हथगोले से खलने जैसा है। ,उसके साथ बहस करना बहुत आसान है। ,उसके साथ बहस करना बहुत मुश्किल है। ,1
566,गुप्ता जी के कार चौरी होना ऐसा है जैसे कंगाली में आटा गीला होना।,गुप्ता जी बहुत गरीब हैं।,गुप्ता जी बहुत अमीर हैं।,0
10,जीवन काँटों की सेज नहीं है।,जीवन में खुशिओं भी होती हैं।,जीवन में दुःख भी आते हैं।,0
425,उस अजनबी से हाथ मिलाना गर्म रेत के जैसा लगा।,वह अजनबी एक दोस्त की तरह लगा। ,वह अजनबी एक दुश्मन की तरह लगा। ,1
952,उसका आना चाय की चुस्की की तरह था। ,उसका आना बहुत सुहाना था। ,उसका आना बहुत बुरा था। ,0
444,वे बच्चे किसान के हल की तरह दौड़े।,वे बच्चे बड़ी मुश्किल से दौड़े। ,वे बच्चे बड़े आराम से दौड़े। ,0
456,मैं उड़ने वाले जहाज जितना कमाल हूँ।,मैं हकीकत में जीता हूँ। ,मैं सपनों में जीता हूँ। ,0
580,तुम उस पेड़ की छायादार पत्तियों के लिए मशहूर है।,तुम अपनी अच्छाई के लिए जाने जाते हो। ,तुम अपनी बुराई के लिए जाने जाते हो। ,0
953,उसका आना शराब की चुस्की की तरह था। ,उसका आना बहुत सुहाना था। ,उसका आना बहुत बुरा था। ,1
248,राजू लोहे जैसा अच्छा है।,राजू बहुत अच्छा नहीं है।,राजू बहुत अच्छा है।,0
652,उसका गुस्सा जवालामुखी सा है। ,उसको बहुत गिस्सा आता है। ,उसको बिलकुल गुस्सा नहीं आता है। ,0
949,पिता की डांटआग की तरह होती है। ,पिता की डांट कुछ पल के लिए ही होती है। ,पिता की डांट गुस्से से भरी होती है।  ,1
802,उसके खिलौने चिराग लेकर ढूँढो। ,उसके खिलौने आसानी से मिल जायेंगे। ,उसके खिलौने आसानी से नहीं मिलेंगे। ,0
711,फिल्म में हीरो चार्ली चैपलिन की तरह लग रहा था। ,फिल्म का हीरो बहुत स्मार्ट था। ,फिल्म का हीरो मसखरा था। ,1
829,उसकी तनख्वा पीतल के चमच जितनी है। ,उसकी तनख्वा बहुत अच्छी है। ,उसकी तनख्वा बहुत कम है। ,1
313,वह भेड़ की तरह खोया हुआ था।,वह अपनों से बिछड़ा मगर डरा हुआ नही था।,वह अपनों से बिछड़ा कर डरा हुआ था।,1
482,उसकी सोच में नेता की सिखलाई है।,उसकी सोच लालच से भरी हुई है। ,उसकी सोच में सब के लिए समानता है। ,0
136,उसके लिए पैसा कमाना ऑक्सीजन था।,पैसे कमाने ने उसे जीवित रखा।,पैसा कमाना उसे मार रहा था।,0
917,उसके पास गिरगिट सा दिमाग है। ,वह हमेशा उछल कूद की सोचता है। ,वह हमेशा छल की सोचता है। ,1
104,उसकी वाणी टाट सी कोमल है।,उसकी वाणी बहुत कर्कश है।,उसकी वाणी बहुत मधुर है।,0
416,शंकर अपने ग्राहकों से ऐसे बात करता है जैसे वो उसके मालिक हों। ,शंकर ग्राहकों के साथ खुल के बात करता है। ,शंकर ग्राहकों के साथ खुल के बात नहीं करता है। ,0
152,महिला एक शिक्षक की तरह दयालु थी। ,महिला दयालु थी। ,महिला क्रूर थी। ,0
506,मई की धूप में चार कि मी की पैदल यात्रा करने के कारण मैं तो थककर चूर हो गया हूँ।,इतना चल के मैं बहुत थक हो गया हूँ।,इतना चल के मैं बहुत जोश में आ गया हूँ।,0
120,वार्तालाप एक बैंक की तिजोरी की तरह होती है। ,बातचीत सार्थक है।,वार्तालाप व्यर्थ है।,0
265,शामलाल अफसर को देख मधुमखी की तरह भिनभिनाते हैं। ,शामलाल अफसर से बहुत डरते हैं।,शामलाल अफसर को खुश करने में लगे रहते हैं।,1
767,वह सवाल मंदिर की सीढ़िया चढ़ने जैसा था। ,वह सवाल बहुत मुश्किल था। ,वह सवाल बहुत आसान था। ,1
876,काशी के सर पर सींग उग गए। ,कशी का दिमाग चलना बंद हो गया। ,कशी का दिमाग चलना शुरू हो गया। ,0
31,वो जलेबी की तरह सीधा है।,वो मासूम है।,वो चालक है।,1
686,नेहा ने चील सी तेजी दिखाई। ,नेहा बहुत तेज थी। ,नेहा बहुत तेज नहीं थी। ,0
190,वह अपने खिलौने की देखभाल एक जंगली शेर की तरह करता है।,वह अपने खिलौने का बिलकुल ख्याल नहीं रखता है।  ,वह अपने खिलौने का बहुत ख्याल रखता है।  ,0
657,उसके दोस्त उसे कुर्सी पर बिठाते हैं।,उसके दोस्त उसका मजाक उड़ाते हैं। ,उसके दोस्त उसका सत्कार करते हैं। ,1
334,राकेश गिद्ध की तरह मासूम है।,राकेश बहुत चलाक है। ,राकेश बहुत शरीफ है। ,0
778,लड़की की टाँगे लकड़ी जैसी थी। ,लड़की की टाँगे बहुत पतली थीं। ,लड़की की टाँगे बहुत मोटी थीं। ,0
574,रचना से मिल मेरा दिल आंधी सा हल्का हो गया है।,रचना से मिल मेरा दिल जोरों से धड़कने लगा। ,रचना से मिल मेरा दिल को चैन मिल गया। ,0
19,यह एक छुपा रहस्य है।,"यह नेक इंसान हैं, यह सब जानते हैं।",यह नेक हैं या नहीं इसके बारे में कोई नहीं जनता।,1
563,किताबें मेरे लिए मधुशाला की तरह हैं। ,मुझे पढ़ना बहुत पसंद है। ,मुझे पढ़ना बहुत पसंद नहीं है। ,1
502,उनके बच्चे का रोना तितलियों के समान प्यारा था।,उनके बच्चे का रोना मधुर लगता था।,उनके बच्चे का रोना बिलकुल ही मधुर नहीं लगता था।,0
212,"आप उस पर भरोसा कर सकते हैं, वह तीर की तरह सीधा है।",वह भरोसे के लायक है। ,वह भरोसे के लायक बिलकुल नहीं है। ,0
71,उसकी आवाज कोयल की तरह है।,उसकी आवाज बहुत बुरी है।,उसकी आवाज बहुत मधुर है।,1
591,तुम्हारे लोगों का दिल लोटे सा विशाल है। ,तुम्हारे लोग दूसरों की मदद करते हैं। ,तुम्हारे लोग दूसरों की मदद नहीं करते हैं। ,1
833,अश्वनी के लिए प्रतोयगता में जितना मीठे अमरुद की तरह है। ,अश्वनी के लिए प्रतोयगता में जितना मुश्किल है। ,अश्वनी के लिए प्रतोयगता में जितनाआसान है। ,1
139,वह वक्ता किसी तूफ़ान की तरह बोल रहा था।,वक्ता बहुत शांत था।,वक्ता बहुत जोश में था। ,1
268,पढाई करना केक खाने जैसा है।,पढाई बहुत आसान है। ,पढाई बहुत मुश्किल है। ,0
736,धीरज काम से ख्याली पुलाओ बना रहा है। ,"धीरज कामचोर है, उसने कुछ नहीं किया। ","धीरज मेहनती है, उसने बहुत कुछ किया। ",0
101,कोमल उल्लू जितनी बुद्धिमान है।,कोमल बहुत बुद्धिमान है।,कोमल बहुत बेवक़ूफ़ है।,1
637,शामलाल की गाय चाँद सा दूध देती थी। ,शामलाल की गाय पीला दूध देती थी। ,शामलाल की गायसफ़ेद दूध देती थी। ,1
78,पोस्टिंग की खबर सुन वह पागल सांड की तरह नाचने लगा।,पोस्टिंग की खबर से वो बहुत दुखी हुआ।,पोस्टिंग की खबर से वो बहुत खुश हुआ।,0
160,होटल का बिस्तर रुई की तरह था। ,होटल का बिस्तर नरम था।,होटल का बिस्तर सख्त था।,0
202,उस फिल्म में शमशान सा हास्य है।,फिल्म में नकरात्मक सोच दिखाई गई है। ,फिल्म मेंसकरात्मक सोच दिखाई गई है।,0
111,यह सर्दी उतनी ही ठंडी है जितनी मेरी दोपहर की चारपाई। ,बहुत ठंड है। ,बहुत गरमी है। ,1
838,शिवाजी के खंजर लोहे के थे। ,शिवाजी के खंजर बहुत मजबूत थे। ,शिवाजी के खंजर बहुत मजबूत नहीं थे। ,0
679,कोट के बटन अंगूर के दाने से लग रहे थे। ,कोट के बटन बहुत छोटे थे। ,कोट के बटन बहुत बड़े थे। ,1
735,उसके ऊपर अमृत सवार है। ,वह बहुत गुस्से में है। ,वह बहुत प्यार बाँट रहा है। ,1
528,दुर्योधन स्कूल में चरने जाता था।,दुर्योधन की बुद्धि भ्रष्ट हो गई थी।,दुर्योधन बहुत बुद्धिमान था।,0
479,परीक्षा में सोहन ने ऐसा लिखा जैसे किसी ने चीटियाँ चला दी हों। ,परीक्षा में सोहन ने बहुत सूंदर लिखावट में लिखा। ,परीक्षा में सोहन ने बहुत घटिया लिखावट में लिखा। ,1
336,माँ का दिल उँगलियों की तरह सख्त है।,माँ का दिल बहुत नरम होता है। ,माँ का दिल बहुत कठोर होता है। ,0
414,हमले के बाद गाँव के सभी लोग लोमड़ी की तरह हो गए। ,हमले के बाद से सब सेहम गए हैं। ,हमले के बाद से सब सतर्क हो गए हैं। ,0
805,जज ने चोर को नदी के पानी जितनी सजा सुनाई। ,जज ने चोर को बहुत काम सजा सुनाई। ,जज ने चोर को बहुत ज्यादा सजा सुनाई। ,1
705,जयपुर की गर्मी की तरह बात मत करो। ,तुम नीरस बात मत करो। ,तुम गुस्से से बात मत करो। ,1
925,उसकी बहन स्कूल की चपरासी है। ,उसकी बहन स्कूल में बहुत ऊँची पोस्ट पर है। ,उसकी बहन स्कूल में बहुत छोटी पोस्ट पर है। ,1
625,पतंग सा ऊँचा उठो। ,खूब तरक्की करो। ,थोड़ी तो तरक्की करो। ,1
182,डॉक्टर राम की तरह अपने मरीज को देखता है। ,डॉक्टर मरीजों के साथ अच्छा व्यहवार करता है।,डॉक्टर मरीजों के साथ अच्छा व्यहवार नहीं करता है।,0
88,मेरा जीवन स्वर्ग के समान है।,मेरा जीवन सुखों से भरा है।,मेरा जीवन दुखों से भरा है।,0
325,वह रसमलाई की तरह लग रही थी। ,वह बहुत चुलबुली लग रही थी।,वह बहुत मस्त लग रही थी।,1
768,उस आदमी पानी की तरह पैसा बहाता है। ,वह बिना सोचे समजे पैसा खर्चता है। ,वह बहुत सोच समज कर पैसा खर्चता है। ,0
188,कवच लोहे की तरह सख्त था। ,कवच बहुत मजबूत था। ,कवच बहुत कमजोर था। ,0
2,कालिदास भारत के शेख्चिली हैं।,कालिदास मुर्ख हैं।,कालिदास बुद्धिमान हैं।,0
795,मरीज ने डॉक्टर कोपिटाई दी। ,मरीज डॉक्टर से बहुत खुश था। ,मरीज डॉक्टर से बहुत नाखुश था। ,1
183,डॉक्टर रावण की तरह अपने मरीज को देखता है। ,डॉक्टर मरीजों के साथ अच्छा व्यहवार करता है।,डॉक्टर मरीजों के साथ अच्छा व्यहवार नहीं करता है।,1
837,जीवन चॉकलेट की तरह होता है। ,जीवन में सुख और दुःख दोनों होते हैं।,जीवन में सिर्फ सुख होते हैं।,1
